"Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)",D1,Dsnref,Dspref,EaDsn,EaDsp,Eakn,Eakp,Rpn,Rpp,brugn,brugp,brugs,c0,cpn,cpp,cps,ctn,ctp,efn,efp,en,ep,es,henv,knref,kpref,lambdan,lambdap,lambdas,ln1,lp,ls,rhon,rhop,rhos,sigma,sigman,sigmap,socn,socp,t1
4.11304398428091,200.,1,4.03755591725465,200.,2,3.97143319267509,200.,3,3.91179518518782,200.,4,3.85664275684825,200.,5,.15e-8,.72e-13,.75e-13,5000,5000,5000,5000,.10e-4,.8e-5,1.5,1.5,1.5,1200,778.5,1116.7,700,30555.,45829.,.3260e-1,.25e-1,.38,.420,.45,2.87,.10307e-9,.1334e-9,1.874,1.678,.16,.465e-4,.43e-4,.16e-4,1592.75,2887.15,1100,100,48.24,59,.9867,.424,.363
4.0808615736975,265.8713484721,0,4.00941150280008,232.258427592012,0,3.9468493226372,221.056910273215,0,3.89009281877549,215.457588695233,0,3.83708840982827,212.098562349705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.05053975062727,331.7426969442,0,3.98377287239151,264.516855184024,0,3.92464273957988,242.11382054643,0,3.87017708714491,230.915177390465,0,3.8186765683505,224.197124699411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.02326117321532,397.6140454163,0,3.96085681411329,296.775282776036,0,3.90430898522432,263.170730819645,0,3.85141615139956,246.372766085698,0,3.80085552551084,236.295687049116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.99919001456685,463.4853938884,0,3.93992945017402,329.033710368047,0,3.88512809835326,284.227641092861,0,3.83320560421108,261.830354780931,0,3.78307458530284,248.394249398821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.97732422631021,529.3567423605,0,3.92016408010347,361.292137960059,0,3.86643951941399,305.284551366076,0,3.81495415387102,277.287943476163,0,3.76478414643867,260.492811748527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.95668298426451,595.2280908326,0,3.90082833151744,393.550565552071,0,3.84760584808648,326.341461639291,0,3.79607386877457,292.745532171396,0,3.74543396871377,272.591374098232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93643038219297,661.099439304701,0,3.88122877273869,425.808993144083,0,3.82799697380098,347.398371912506,0,3.77597949211198,308.203120866629,0,3.72469898623307,284.689936447937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.91579739310336,726.970787776801,0,3.86068609010597,458.067420736095,0,3.80700781805076,368.455282185721,0,3.75449866563313,323.660709561861,0,3.7031234130723,296.788498797643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.89404234839381,792.842136248901,0,3.8386318817372,490.325848328107,0,3.78471568465178,389.512192458936,0,3.732335097705,339.118298257094,0,3.68150076881359,308.887061147348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
